Contract Name	Last Trade Date (EST)	Strike	Last Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
SPY260918C00750000	11/14/2025 4:07 PM	750	16.59	16.54	16.68	-0.41	-2.41%	241	53,963	17.50%
SPY260918C00755000	11/10/2025 11:05 AM	755	13.20	14.82	15.28	-2.39	-15.33%	1	681	17.34%
SPY260918C00760000	11/13/2025 3:39 PM	760	14.15	12.85	14.42	0.00	0.00%	42	2,143	17.42%
SPY260918C00765000	11/14/2025 12:11 PM	765	13.17	12.12	12.54	-2.39	-15.36%	1	10,429	16.92%
SPY260918C00770000	11/14/2025 3:30 PM	770	11.13	10.93	11.44	-0.38	-3.30%	4	912	16.80%
SPY260918C00775000	11/14/2025 3:37 PM	775	10.06	9.84	10.24	-0.47	-4.46%	5	1,449	16.57%
SPY260918C00780000	11/13/2025 10:58 AM	780	9.01	9.02	9.26	-1.12	-11.06%	3	7,286	16.43%
SPY260918C00785000	11/14/2025 9:40 AM	785	7.30	7.94	8.32	-1.09	-12.99%	3	8,593	16.27%
SPY260918C00790000	11/14/2025 12:31 PM	790	7.75	6.72	7.96	0.19	2.51%	62	9,283	16.46%
SPY260918C00795000	11/14/2025 9:33 AM	795	5.67	6.40	6.75	-1.19	-17.35%	3	4,643	16.03%
SPY260918C00800000	11/14/2025 4:00 PM	800	5.84	5.86	6.07	-0.31	-5.04%	149	14,045	15.92%
SPY260918C00805000	11/13/2025 2:42 PM	805	5.57	5.08	5.42	0.00	0.00%	12	1,980	15.80%
SPY260918C00810000	11/14/2025 4:01 PM	810	4.64	4.70	5.26	-1.75	-27.39%	1	1,550	16.04%
SPY260918C00815000	11/13/2025 2:42 PM	815	4.48	4.08	4.36	0.00	0.00%	1	1,897	15.62%
SPY260918C00820000	11/14/2025 9:31 AM	820	3.34	3.75	3.99	-1.77	-34.64%	1	1,552	15.63%
SPY260918C00825000	11/14/2025 1:57 PM	825	3.50	2.93	3.86	-0.13	-3.58%	10	967	15.85%
SPY260918C00830000	11/14/2025 3:45 PM	830	3.00	3.00	3.05	-0.19	-5.96%	2	312	15.32%
SPY260918C00835000	11/14/2025 2:57 PM	835	2.85	2.68	2.73	-0.89	-23.80%	34	1,341	15.27%
SPY260918C00840000	11/14/2025 3:21 PM	840	2.44	2.40	2.44	-0.18	-6.87%	276	499	15.22%
SPY260918C00845000	11/12/2025 10:23 AM	845	3.01	2.14	2.19	0.00	0.00%	565	740	15.19%
SPY260918C00850000	11/14/2025 3:02 PM	850	2.04	1.91	1.95	-0.07	-3.32%	308	1,234	15.14%
SPY260918C00855000	11/14/2025 2:57 PM	855	1.80	1.71	1.75	-0.17	-8.63%	1	361	15.12%
SPY260918C00860000	11/14/2025 1:53 PM	860	1.62	1.53	1.57	-0.07	-4.14%	6	3,351	15.10%
SPY260918C00865000	11/11/2025 3:13 PM	865	1.93	1.36	1.40	0.00	0.00%	2	299	15.06%
SPY260918C00870000	11/14/2025 10:12 AM	870	1.20	1.22	1.25	-0.17	-12.41%	1	80	15.04%
SPY260918C00875000	11/13/2025 3:50 PM	875	1.21	1.09	1.12	0.00	0.00%	12	135	15.03%
SPY260918C00880000	11/14/2025 10:14 AM	880	0.96	0.97	1.01	-0.14	-12.73%	5	5,709	15.03%
SPY260918C00885000	11/14/2025 2:40 PM	885	0.92	0.87	0.90	-0.12	-11.54%	4	4,807	15.01%
SPY260918C00890000	11/13/2025 3:58 PM	890	0.85	0.78	0.81	0.00	0.00%	1	319	15.02%
SPY260918C00895000	11/13/2025 9:30 AM	895	0.99	0.70	0.73	0.00	0.00%	2	36	15.03%
SPY260918C00900000	11/14/2025 3:34 PM	900	0.64	0.62	0.65	-0.05	-7.25%	7	4,647	15.01%
SPY260930C00470000	10/14/2025 9:30 AM	470	208.78	219.20	222.22	0.00	0.00%	1	2	41.09%
SPY260930C00490000	11/6/2025 11:03 AM	490	202.45	201.07	204.11	0.00	0.00%	-	1	39.01%
SPY260930C00495000	10/10/2025 12:07 PM	495	189.08	196.58	199.62	0.00	0.00%	-	23	38.51%
SPY260930C00500000	11/3/2025 9:40 AM	500	205.18	192.10	195.14	0.00	0.00%	1	31	38.01%
SPY260930C00505000	10/13/2025 12:05 PM	505	182.02	187.64	190.69	0.00	0.00%	22	22	37.52%
SPY260930C00510000	10/31/2025 2:48 PM	510	194.91	183.20	186.25	0.00	0.00%	1	1	37.03%
SPY260930C00515000	10/1/2025 11:46 AM	515	177.25	177.93	181.73	0.00	0.00%	-	3	36.48%
SPY260930C00520000	11/7/2025 9:53 AM	520	170.63	174.37	177.43	0.00	0.00%	2	14	36.06%
SPY260930C00525000	11/7/2025 9:33 AM	525	166.70	169.98	173.05	0.00	0.00%	1	2	35.59%
SPY260930C00530000	10/22/2025 9:31 AM	530	166.43	165.62	168.69	0.00	0.00%	1	2	35.12%
SPY260930C00535000	10/31/2025 2:41 PM	535	172.97	161.28	164.36	0.00	0.00%	1	4	34.66%
SPY260930C00540000	10/7/2025 11:54 AM	540	156.99	156.16	159.96	0.00	0.00%	-	1	34.15%
SPY260930C00545000	11/12/2025 3:12 PM	545	163.41	152.66	155.75	0.00	0.00%	1	4	33.74%
SPY260930C00550000	11/14/2025 9:46 AM	550	145.99	148.39	151.49	-13.39	-8.40%	6	14	33.29%
SPY260930C00555000	11/12/2025 9:50 AM	555	155.60	144.15	147.25	0.00	0.00%	1	3	32.85%
SPY260930C00565000	11/3/2025 12:03 PM	565	147.84	135.74	138.86	0.00	0.00%	1	4	31.97%
SPY260930C00570000	11/4/2025 11:25 AM	570	139.20	131.58	134.70	0.00	0.00%	2	13	31.53%
SPY260930C00575000	11/13/2025 12:13 PM	575	131.18	127.45	130.57	0.00	0.00%	11	25	31.10%
SPY260930C00580000	11/12/2025 10:39 AM	580	134.12	123.35	126.48	0.00	0.00%	1	4	30.68%
SPY260930C00585000	11/7/2025 3:04 PM	585	119.29	119.28	122.42	0.00	0.00%	1	9	30.26%
SPY260930C00590000	11/13/2025 2:46 PM	590	117.30	115.24	118.39	0.00	0.00%	3	15	29.84%
SPY260930C00595000	11/13/2025 11:26 AM	595	115.68	111.23	114.38	0.00	0.00%	1	4	29.41%
SPY260930C00597000	10/29/2025 12:47 PM	597	125.71	109.64	112.79	0.00	0.00%	1	6	29.25%
SPY260930C00598000	10/17/2025 2:41 PM	598	105.10	108.84	112.00	0.00	0.00%	2	1	29.16%
SPY260930C00599000	11/7/2025 12:06 PM	599	102.11	108.05	111.22	0.00	0.00%	1	2	29.09%
SPY260930C00600000	11/14/2025 9:38 AM	600	104.30	107.26	110.42	-8.80	-7.78%	1	21	29.00%
SPY260930C00601000	10/3/2025 9:54 AM	601	106.84	105.75	109.58	0.00	0.00%	4	4	28.89%
SPY260930C00602000	10/17/2025 2:33 PM	602	102.48	105.68	108.84	0.00	0.00%	2	1	28.83%
SPY260930C00603000	10/3/2025 1:02 PM	603	107.74	104.17	108.00	0.00	0.00%	4	4	28.72%
SPY260930C00604000	10/17/2025 2:29 PM	604	101.00	104.10	107.27	0.00	0.00%	2	3	28.67%
SPY260930C00605000	11/10/2025 1:52 PM	605	111.34	103.32	106.49	0.00	0.00%	1	5	28.59%
SPY260930C00606000	10/2/2025 12:36 PM	606	102.24	101.82	105.64	0.00	0.00%	-	1	28.47%
SPY260930C00607000	10/17/2025 2:40 PM	607	98.56	101.75	104.92	0.00	0.00%	2	2	28.42%
SPY260930C00608000	11/3/2025 1:18 PM	608	113.25	100.97	104.14	0.00	0.00%	2	2	28.33%
SPY260930C00609000	11/12/2025 10:39 AM	609	110.25	100.19	103.36	0.00	0.00%	6	11	28.25%
SPY260930C00610000	11/14/2025 3:03 PM	610	103.01	99.88	102.59	1.51	1.49%	22	59	28.17%
SPY260930C00611000	10/21/2025 3:57 PM	611	100.19	98.63	101.81	0.00	0.00%	-	1	28.09%
SPY260930C00612000	10/21/2025 3:56 PM	612	99.41	97.85	101.03	0.00	0.00%	-	2	28.00%
SPY260930C00613000	10/29/2025 11:37 AM	613	111.96	97.08	100.26	0.00	0.00%	1	1	27.92%
SPY260930C00614000	10/27/2025 9:39 AM	614	105.69	96.30	99.49	0.00	0.00%	1	0	27.84%
SPY260930C00615000	11/7/2025 10:02 AM	615	92.50	95.53	98.72	0.00	0.00%	1	3	27.75%
SPY260930C00616000	10/29/2025 3:44 PM	616	107.69	94.76	97.95	0.00	0.00%	1	2	27.67%
SPY260930C00617000	11/5/2025 11:20 AM	617	99.95	93.99	97.18	0.00	0.00%	2	16	27.59%
SPY260930C00618000	10/29/2025 10:32 AM	618	108.92	93.22	96.41	0.00	0.00%	1	3	27.50%
SPY260930C00619000	10/20/2025 3:25 PM	619	93.51	92.46	95.65	0.00	0.00%	1	0	27.42%
SPY260930C00620000	11/11/2025 1:22 PM	620	101.80	91.69	94.88	0.00	0.00%	15	15	27.34%
SPY260930C00622000	10/10/2025 1:15 PM	622	83.60	90.17	93.37	0.00	0.00%	-	1	27.18%
SPY260930C00623000	10/20/2025 11:08 AM	623	89.86	89.41	92.61	0.00	0.00%	2	1	27.09%
SPY260930C00625000	11/10/2025 9:31 AM	625	93.52	87.89	91.10	0.00	0.00%	1	218	26.93%
SPY260930C00626000	11/13/2025 10:59 AM	626	92.07	87.14	90.35	0.00	0.00%	8	9	26.85%
SPY260930C00627000	11/4/2025 4:08 PM	627	91.54	86.39	89.59	0.00	0.00%	2	0	26.76%
SPY260930C00628000	10/21/2025 1:04 PM	628	86.35	85.64	88.84	0.00	0.00%	4	5	26.68%
SPY260930C00629000	10/24/2025 10:58 AM	629	89.66	84.89	88.10	0.00	0.00%	1	2	26.60%
SPY260930C00630000	11/10/2025 11:00 AM	630	88.50	84.14	87.35	0.00	0.00%	1	5	26.52%
SPY260930C00632000	10/24/2025 11:55 AM	632	88.08	82.65	85.86	0.00	0.00%	2	13	26.35%
SPY260930C00633000	10/13/2025 10:05 AM	633	77.86	81.90	85.12	0.00	0.00%	-	3	26.27%
SPY260930C00634000	10/9/2025 10:45 AM	634	82.85	80.45	84.26	0.00	0.00%	-	3	26.13%
SPY260930C00635000	11/13/2025 11:27 AM	635	84.60	80.42	83.64	0.00	0.00%	2	17	26.10%
SPY260930C00636000	11/5/2025 9:50 AM	636	85.26	79.69	82.91	0.00	0.00%	-	1	26.02%
SPY260930C00637000	11/5/2025 10:06 AM	637	85.06	78.95	82.17	0.00	0.00%	-	1	25.94%
SPY260930C00639000	10/20/2025 10:59 AM	639	78.15	77.48	80.71	0.00	0.00%	-	2	25.78%
SPY260930C00640000	11/14/2025 2:05 PM	640	78.94	76.75	79.98	-5.14	-6.11%	1	74	25.69%
SPY260930C00641000	11/5/2025 1:47 PM	641	84.46	76.02	79.25	0.00	0.00%	2	2	25.61%
SPY260930C00642000	10/20/2025 10:59 AM	642	75.89	75.30	78.53	0.00	0.00%	21	19	25.53%
SPY260930C00645000	11/13/2025 3:20 PM	645	74.36	73.13	76.37	0.00	0.00%	1	5	25.29%
SPY260930C00646000	11/13/2025 11:34 AM	646	77.32	72.41	75.65	0.00	0.00%	3	3	25.20%
SPY260930C00647000	11/7/2025 10:50 AM	647	68.25	71.69	74.94	0.00	0.00%	1	52	25.12%
SPY260930C00648000	10/13/2025 3:39 PM	648	66.92	70.98	74.23	0.00	0.00%	2	1	25.04%
SPY260930C00649000	10/20/2025 3:46 PM	649	71.40	70.27	73.52	0.00	0.00%	6	5	24.96%
SPY260930C00650000	11/13/2025 2:47 PM	650	71.78	69.56	72.81	0.00	0.00%	2	49	24.88%
SPY260930C00651000	10/6/2025 9:38 AM	651	70.76	68.13	71.94	0.00	0.00%	2	0	24.73%
SPY260930C00652000	10/20/2025 10:47 AM	652	68.61	68.14	71.40	0.00	0.00%	2	2	24.72%
SPY260930C00653000	11/13/2025 11:12 AM	653	71.75	67.44	70.70	0.00	0.00%	2	2	24.64%
SPY260930C00654000	10/15/2025 9:36 AM	654	65.75	66.74	69.99	0.00	0.00%	1	1	24.55%
SPY260930C00655000	11/5/2025 11:26 AM	655	72.42	66.04	69.30	0.00	0.00%	2	18	24.48%
SPY260930C00656000	10/14/2025 12:08 PM	656	60.68	65.34	68.60	0.00	0.00%	2	4	24.39%
SPY260930C00657000	10/24/2025 10:05 AM	657	69.05	64.64	67.91	0.00	0.00%	1	3	24.31%
SPY260930C00658000	11/11/2025 1:01 PM	658	72.75	63.95	67.22	0.00	0.00%	1	7	24.23%
SPY260930C00659000	10/17/2025 1:53 PM	659	59.86	63.26	66.53	0.00	0.00%	3	3	24.15%
SPY260930C00660000	11/14/2025 12:31 PM	660	65.80	62.57	65.84	-3.95	-5.66%	1	97	24.07%
SPY260930C00661000	11/5/2025 9:47 AM	661	66.87	61.89	65.16	0.00	0.00%	1	16	23.99%
SPY260930C00662000	11/7/2025 12:13 PM	662	56.94	61.21	64.48	0.00	0.00%	6	15	23.91%
SPY260930C00663000	11/7/2025 1:03 PM	663	57.30	60.53	63.80	0.00	0.00%	6	27	23.83%
SPY260930C00664000	11/13/2025 1:31 PM	664	61.89	59.85	63.13	0.00	0.00%	2	18	23.75%
SPY260930C00665000	11/14/2025 10:53 AM	665	60.98	59.18	62.46	-1.59	-2.54%	10	47	23.67%
SPY260930C00666000	10/24/2025 4:09 PM	666	62.37	58.50	61.79	0.00	0.00%	2	25	23.60%
SPY260930C00667000	10/28/2025 9:54 AM	667	68.56	57.83	61.12	0.00	0.00%	1	70	23.52%
SPY260930C00668000	11/13/2025 11:09 AM	668	61.55	57.17	60.46	0.00	0.00%	1	116	23.44%
SPY260930C00669000	11/7/2025 3:34 PM	669	56.30	56.50	59.80	0.00	0.00%	6	273	23.36%
SPY260930C00670000	11/14/2025 3:48 PM	670	57.27	55.85	59.15	-0.73	-1.26%	34	1,581	23.28%
SPY260930C00671000	11/14/2025 11:16 AM	671	57.00	55.19	58.48	-0.65	-1.13%	1	57	23.20%
SPY260930C00672000	11/14/2025 12:57 PM	672	57.40	54.53	57.83	0.64	1.13%	1	24	23.12%
SPY260930C00673000	11/13/2025 1:28 PM	673	56.44	53.88	57.18	0.00	0.00%	1	18	23.05%
SPY260930C00674000	11/14/2025 3:57 PM	674	54.50	53.23	56.54	-1.00	-1.80%	2	7	22.97%
SPY260930C00675000	11/14/2025 3:16 PM	675	55.08	52.58	55.89	-1.48	-2.62%	5	66	22.89%
SPY260930C00676000	11/13/2025 11:01 AM	676	56.55	51.94	55.25	0.00	0.00%	1	7	22.81%
SPY260930C00677000	11/13/2025 2:03 PM	677	53.39	51.30	54.61	0.00	0.00%	1	232	22.74%
SPY260930C00678000	11/13/2025 10:37 AM	678	55.89	50.66	53.98	0.00	0.00%	1	15	22.66%
SPY260930C00679000	11/13/2025 9:50 AM	679	55.86	50.03	53.35	0.00	0.00%	1	10	22.58%
SPY260930C00680000	11/14/2025 11:03 AM	680	51.02	50.00	52.73	-0.36	-0.70%	26	280	22.51%
SPY260930C00681000	11/13/2025 11:37 AM	681	52.55	48.78	52.10	0.00	0.00%	22	26	22.43%
SPY260930C00682000	11/13/2025 10:14 AM	682	55.10	48.15	51.49	0.00	0.00%	1	14	22.36%
SPY260930C00683000	11/14/2025 9:34 AM	683	45.80	47.53	50.86	-5.24	-10.27%	2	61	22.28%
SPY260930C00684000	11/12/2025 2:57 PM	684	55.80	46.92	50.25	0.00	0.00%	2	52	22.21%
SPY260930C00685000	11/13/2025 1:21 PM	685	49.10	46.30	49.64	0.00	0.00%	1	28	22.13%
SPY260930C00686000	11/10/2025 2:54 PM	686	52.72	45.69	49.03	0.00	0.00%	1	3	22.06%
SPY260930C00687000	11/12/2025 9:47 AM	687	53.99	45.09	48.43	0.00	0.00%	8	23	21.99%
SPY260930C00688000	11/13/2025 10:55 AM	688	48.38	44.48	47.83	0.00	0.00%	1	73	21.91%
SPY260930C00689000	11/11/2025 1:32 PM	689	52.04	43.88	47.24	0.00	0.00%	4	37	21.84%
SPY260930C00690000	11/14/2025 3:27 PM	690	45.16	43.29	46.64	-4.52	-9.10%	1	79	21.77%
SPY260930C00691000	11/7/2025 3:01 PM	691	43.02	42.70	46.05	0.00	0.00%	5	206	21.69%
SPY260930C00695000	11/12/2025 9:47 AM	695	48.92	40.44	43.75	0.00	0.00%	3	352	21.41%
SPY260930C00700000	11/14/2025 3:56 PM	700	38.99	37.55	40.94	-0.69	-1.74%	6	389	21.06%
SPY260930C00705000	11/13/2025 3:45 PM	705	37.14	35.08	38.22	0.00	0.00%	33	273	20.72%
SPY260930C00710000	11/13/2025 12:42 PM	710	35.83	32.48	35.61	0.00	0.00%	2	355	20.39%
SPY260930C00715000	11/14/2025 12:47 PM	715	32.48	30.59	32.30	-4.34	-11.79%	20	302	19.73%
SPY260930C00720000	11/14/2025 9:42 AM	720	26.90	28.19	29.91	-2.35	-8.03%	10	311	19.42%
SPY260930C00725000	11/10/2025 2:43 PM	725	30.37	25.90	27.64	0.00	0.00%	13	329	19.12%
SPY260930C00730000	11/14/2025 3:48 PM	730	24.42	23.75	25.49	-4.73	-16.23%	9	155	18.83%
SPY260930C00735000	11/12/2025 1:01 PM	735	27.53	21.69	23.45	0.00	0.00%	18	116	18.56%
SPY260930C00740000	11/14/2025 9:45 AM	740	19.00	19.80	21.54	-1.90	-9.09%	9	193	18.30%
SPY260930C00745000	11/6/2025 1:03 PM	745	18.56	18.02	19.75	0.00	0.00%	3	264	18.06%
SPY260930C00750000	11/12/2025 9:32 AM	750	21.56	16.18	18.07	0.00	0.00%	9	313	17.83%
SPY260930C00755000	11/14/2025 12:31 PM	755	16.38	14.69	16.52	-1.43	-8.03%	25	240	17.62%
SPY260930C00760000	11/14/2025 12:31 PM	760	14.92	14.23	15.07	0.34	2.33%	26	113	17.41%
SPY260930C00765000	11/14/2025 9:50 AM	765	11.97	12.01	13.74	-1.32	-9.93%	1	57	17.23%
SPY260930C00770000	11/10/2025 9:52 AM	770	12.79	10.85	12.50	0.00	0.00%	8	188	17.06%
SPY260930C00775000	11/13/2025 1:42 PM	775	10.99	9.75	11.36	0.00	0.00%	3	67	16.89%
SPY260930C00780000	11/14/2025 2:23 PM	780	10.01	8.78	10.31	-1.09	-9.82%	4	99	16.74%
SPY260930C00785000	11/14/2025 10:26 AM	785	8.11	7.99	9.35	-0.75	-8.47%	4	204	16.60%
SPY260930C00790000	11/13/2025 1:07 PM	790	8.42	7.72	7.82	0.00	0.00%	2	73	16.05%
SPY260930C00795000	11/13/2025 1:12 PM	795	7.58	6.30	7.69	0.00	0.00%	2	85	16.37%
SPY260930C00800000	11/14/2025 3:37 PM	800	6.28	6.24	6.33	-0.18	-2.79%	306	4,423	15.81%
SPY260930C00805000	11/14/2025 10:01 AM	805	5.30	5.02	6.33	-1.85	-25.87%	4	36	16.20%
SPY260930C00810000	11/14/2025 9:30 AM	810	4.47	5.03	5.11	-1.10	-19.75%	2	363	15.62%
SPY260930C00815000	11/14/2025 9:46 AM	815	4.17	3.97	5.18	-1.98	-32.20%	5	56	16.03%
SPY260930C00820000	11/13/2025 10:48 AM	820	4.68	3.52	4.68	0.00	0.00%	2	1,115	15.96%
SPY260930C00825000	11/12/2025 1:07 PM	825	5.05	3.12	4.24	0.00	0.00%	2	88	15.91%
SPY260930C00830000	11/13/2025 9:34 AM	830	4.17	3.24	3.32	0.00	0.00%	1	194	15.33%
SPY260930C00835000	11/12/2025 2:02 PM	835	4.09	2.91	2.97	0.00	0.00%	3	69	15.26%
SPY260930C00840000	11/13/2025 2:02 PM	840	2.84	2.61	2.67	0.00	0.00%	1	105	15.22%
SPY260930C00845000	11/14/2025 9:48 AM	845	2.24	2.33	2.39	-1.08	-32.53%	5	90	15.17%
SPY260930C00850000	11/14/2025 9:51 AM	850	1.97	2.09	2.14	-0.30	-13.22%	113	1,213	15.13%
SPY260930C00855000	11/10/2025 9:31 AM	855	2.01	1.87	1.92	0.00	0.00%	9	26	15.09%
SPY260930C00860000	11/14/2025 3:11 PM	860	1.78	1.68	1.73	-0.18	-9.18%	75	251	15.08%
SPY260930C00865000	11/14/2025 11:28 AM	865	1.66	1.50	1.55	-0.01	-0.60%	22	108	15.05%
SPY260930C00870000	11/14/2025 11:22 AM	870	1.43	1.35	1.39	-0.03	-2.05%	7	4	15.03%
SPY260930C00875000	11/11/2025 1:03 PM	875	1.64	1.21	1.25	0.00	0.00%	1	35	15.02%
SPY260930C00880000	11/10/2025 3:46 PM	880	1.40	1.08	1.12	0.00	0.00%	3	16	15.00%
SPY260930C00885000	11/14/2025 11:28 AM	885	1.08	0.97	1.01	-0.02	-1.82%	4	51	15.00%
SPY261218C00150000	10/29/2025 3:30 PM	150	537.08	522.48	525.40	0.00	0.00%	1	3	72.29%
SPY261218C00200000	10/31/2025 10:37 AM	200	488.41	474.94	477.84	0.00	0.00%	1	451	67.92%
SPY261218C00210000	10/17/2025 2:16 PM	210	458.59	465.46	468.36	0.00	0.00%	1	4	66.81%
SPY261218C00220000	10/24/2025 12:19 PM	220	463.34	455.98	458.89	0.00	0.00%	1	5	65.66%
SPY261218C00230000	9/10/2025 11:07 AM	230	427.69	428.44	433.44	0.00	0.00%	1	13	0.00%
SPY261218C00240000	3/4/2025 10:26 AM	240	345.00	0.00	0.00	0.00	0.00%	1	0	0.00%
SPY261218C00245000	9/16/2025 1:55 PM	245	422.00	424.91	428.79	0.00	0.00%	4	21	48.93%
SPY261218C00250000	11/6/2025 2:04 PM	250	429.00	427.61	430.51	0.00	0.00%	1	232	62.14%
SPY261218C00255000	5/15/2025 1:49 PM	255	344.50	349.00	353.56	0.00	0.00%	1	5	0.00%
SPY261218C00260000	10/13/2025 10:01 AM	260	411.21	418.17	421.07	0.00	0.00%	2	13	60.96%
SPY261218C00265000	6/27/2025 10:26 AM	265	360.55	404.50	408.21	0.00	0.00%	102	120	42.77%
SPY261218C00270000	10/24/2025 11:00 AM	270	414.31	408.73	411.64	0.00	0.00%	1	53	59.78%
SPY261218C00275000	9/26/2025 3:39 PM	275	396.00	0.00	0.00	0.00	0.00%	4	119	0.00%
SPY261218C00280000	9/8/2025 10:31 AM	280	377.43	0.00	0.00	0.00	0.00%	3	57	0.00%
SPY261218C00285000	8/5/2025 10:43 AM	285	353.65	385.58	389.46	0.00	0.00%	2	103	44.40%
SPY261218C00290000	10/16/2025 3:26 PM	290	378.29	389.91	392.81	0.00	0.00%	3	14	57.47%
SPY261218C00295000	10/20/2025 10:27 AM	295	385.01	385.23	388.11	0.00	0.00%	1	81	56.91%
SPY261218C00300000	11/7/2025 9:36 AM	300	376.12	380.51	383.41	0.00	0.00%	1	247	56.31%
SPY261218C00305000	9/16/2025 1:53 PM	305	365.00	368.44	372.32	0.00	0.00%	1	5	47.82%
SPY261218C00310000	8/5/2025 10:41 AM	310	331.12	362.19	366.07	0.00	0.00%	2	67	44.43%
SPY261218C00315000	10/20/2025 3:50 PM	315	367.54	366.44	369.33	0.00	0.00%	4	168	54.61%
SPY261218C00320000	10/20/2025 3:27 PM	320	362.81	361.73	364.64	0.00	0.00%	3	29	54.03%
SPY261218C00325000	9/17/2025 11:24 AM	325	346.06	349.69	353.57	0.00	0.00%	5	58	46.56%
SPY261218C00330000	9/24/2025 11:51 AM	330	345.00	356.03	360.96	0.00	0.00%	1	23	58.19%
SPY261218C00335000	8/29/2025 2:19 PM	335	322.55	343.35	346.27	0.00	0.00%	1	8	48.76%
SPY261218C00340000	7/31/2025 10:02 AM	340	315.50	334.20	338.08	0.00	0.00%	1	56	43.29%
SPY261218C00345000	11/6/2025 1:50 PM	345	339.14	338.35	341.25	0.00	0.00%	1	4	51.25%
SPY261218C00350000	11/12/2025 9:55 AM	350	346.01	333.69	336.59	0.00	0.00%	1	77	50.71%
SPY261218C00355000	11/6/2025 1:50 PM	355	329.83	329.03	331.92	0.00	0.00%	1	16	50.16%
SPY261218C00360000	9/12/2025 3:57 PM	360	311.85	306.70	311.50	0.00	0.00%	5	8	0.00%
SPY261218C00365000	11/5/2025 1:45 PM	365	329.60	319.62	322.61	0.00	0.00%	4	57	50.53%
SPY261218C00370000	11/13/2025 10:24 AM	370	323.97	314.97	317.97	0.00	0.00%	1	112	49.97%
SPY261218C00375000	11/12/2025 12:03 PM	375	320.61	310.43	313.32	0.00	0.00%	1	16	49.40%
SPY261218C00380000	10/30/2025 10:27 AM	380	319.18	305.69	308.69	0.00	0.00%	2	36	48.85%
SPY261218C00385000	6/20/2025 2:07 PM	385	231.72	260.00	264.98	0.00	0.00%	2	23	0.00%
SPY261218C00390000	10/27/2025 3:33 PM	390	309.00	296.44	299.44	0.00	0.00%	1	137	47.75%
SPY261218C00395000	9/15/2025 1:27 PM	395	281.46	285.16	288.30	0.00	0.00%	1	97	41.14%
SPY261218C00400000	11/14/2025 3:46 PM	400	288.50	287.27	291.00	3.50	1.23%	6	13,728	47.33%
SPY261218C00405000	9/24/2025 3:30 PM	405	275.15	286.15	291.00	0.00	0.00%	2	231	50.39%
SPY261218C00410000	9/22/2025 11:08 AM	410	274.50	0.00	0.00	0.00	0.00%	20	196	0.00%
SPY261218C00415000	11/3/2025 9:45 AM	415	286.21	273.44	276.45	0.00	0.00%	2	136	45.11%
SPY261218C00420000	11/12/2025 12:51 PM	420	280.70	268.86	271.87	0.00	0.00%	1	83	44.59%
SPY261218C00425000	11/5/2025 1:41 PM	425	274.50	264.29	267.31	0.00	0.00%	3	279	44.08%
SPY261218C00430000	8/11/2025 12:16 PM	430	231.24	251.35	255.22	0.00	0.00%	52	148	37.57%
SPY261218C00435000	10/31/2025 9:34 AM	435	269.27	255.19	258.21	0.00	0.00%	1	102	43.08%
SPY261218C00440000	11/14/2025 10:05 AM	440	247.50	250.65	253.68	-4.25	-1.69%	1	284	42.58%
SPY261218C00445000	8/11/2025 12:46 PM	445	216.81	237.80	241.68	0.00	0.00%	79	77	36.53%
SPY261218C00450000	11/5/2025 3:57 PM	450	249.30	241.62	244.64	0.00	0.00%	1	262	41.60%
SPY261218C00455000	9/23/2025 11:04 AM	455	235.44	0.00	0.00	0.00	0.00%	45	70	0.00%
SPY261218C00460000	10/21/2025 9:59 AM	460	232.42	232.63	235.67	0.00	0.00%	1	180	40.66%
SPY261218C00465000	11/7/2025 9:46 AM	465	223.16	228.16	231.20	0.00	0.00%	2	100	40.19%
SPY261218C00470000	11/7/2025 2:05 PM	470	217.00	223.70	226.74	0.00	0.00%	1	254	39.72%
SPY261218C00475000	11/13/2025 3:13 PM	475	220.50	219.25	222.64	0.00	0.00%	3	1,331	39.47%
SPY261218C00480000	11/3/2025 12:59 PM	480	227.86	214.83	217.87	0.00	0.00%	1	269	38.80%
SPY261218C00485000	11/11/2025 9:30 AM	485	218.80	210.41	213.80	0.00	0.00%	6	918	38.55%
SPY261218C00490000	11/12/2025 10:20 AM	490	218.00	206.01	209.40	0.00	0.00%	1	947	38.10%
SPY261218C00495000	11/14/2025 9:48 AM	495	199.42	201.63	205.03	-5.23	-2.56%	1	2,150	37.66%
SPY261218C00500000	11/14/2025 1:21 PM	500	199.30	197.27	200.67	-0.20	-0.10%	45	2,364	37.22%
SPY261218C00505000	11/11/2025 3:34 PM	505	204.23	192.93	196.32	0.00	0.00%	2	1,405	36.78%
SPY261218C00510000	11/13/2025 3:25 PM	510	188.73	188.60	192.00	0.00	0.00%	2	2,531	36.35%
SPY261218C00515000	11/6/2025 3:35 PM	515	186.71	184.29	187.69	0.00	0.00%	3	2,472	35.91%
SPY261218C00520000	11/13/2025 1:14 PM	520	183.75	180.00	183.41	0.00	0.00%	4	3,647	35.49%
SPY261218C00525000	11/12/2025 2:49 PM	525	186.89	175.75	179.15	0.00	0.00%	5	985	35.07%
SPY261218C00530000	11/13/2025 9:45 AM	530	177.89	171.50	174.60	0.00	0.00%	1	2,286	34.50%
