Contract Name	Last Trade Date (EDT)	Strike	Last Price	Bid	Ask	Change	% Change	Volume	Open Interest	Implied Volatility
SPY260618C00430000	8/13/2025 12:28 PM	430	228.10	226.02	229.64	0.00	0.00%	4	206	42.90%
SPY260618C00435000	8/13/2025 12:28 PM	435	223.45	221.36	224.98	0.00	0.00%	4	81	42.29%
SPY260618C00440000	8/13/2025 2:30 PM	440	219.35	216.71	220.32	0.00	0.00%	2	421	41.68%
SPY260618C00445000	8/12/2025 3:19 PM	445	213.22	212.06	215.68	0.00	0.00%	2	21	41.08%
SPY260618C00450000	8/15/2025 11:45 AM	450	208.74	207.42	211.04	4.78	2.34%	6	136	40.48%
SPY260618C00455000	8/13/2025 3:13 PM	455	205.68	202.80	206.42	0.00	0.00%	2	32	39.89%
SPY260618C00460000	8/12/2025 3:19 PM	460	199.40	198.19	201.81	0.00	0.00%	4	101	39.31%
SPY260618C00465000	8/14/2025 10:04 AM	465	196.41	193.59	197.21	0.00	0.00%	2	62	38.73%
SPY260618C00470000	8/12/2025 9:51 AM	470	185.49	189.01	192.63	0.00	0.00%	2	360	38.16%
SPY260618C00475000	8/12/2025 3:00 PM	475	185.36	184.43	188.06	0.00	0.00%	2	91	37.60%
SPY260618C00480000	8/15/2025 3:26 PM	480	182.10	179.88	183.50	-0.21	-0.12%	1	219	37.04%
SPY260618C00485000	8/13/2025 11:26 AM	485	178.03	175.33	178.96	0.00	0.00%	16	168	36.48%
SPY260618C00490000	8/15/2025 11:54 AM	490	173.39	170.81	174.44	-1.17	-0.67%	2	359	35.94%
SPY260618C00495000	8/15/2025 11:55 AM	495	168.92	166.30	169.93	-0.22	-0.13%	2	94	35.39%
SPY260618C00500000	8/15/2025 4:01 PM	500	163.50	161.81	165.44	-1.16	-0.70%	205	1,160	34.86%
SPY260618C00505000	8/15/2025 11:53 AM	505	159.84	157.52	160.96	-0.71	-0.44%	3	146	34.32%
SPY260618C00510000	8/15/2025 3:55 PM	510	154.70	152.88	156.51	0.20	0.13%	8	435	33.79%
SPY260618C00515000	8/15/2025 11:59 AM	515	150.48	148.72	152.03	-1.23	-0.81%	2	513	33.24%
SPY260618C00520000	8/15/2025 3:07 PM	520	146.27	144.33	147.61	-1.01	-0.69%	892	6,151	32.71%
SPY260618C00525000	8/14/2025 3:26 PM	525	143.43	139.95	143.16	0.00	0.00%	3	372	32.16%
SPY260618C00530000	8/12/2025 3:20 PM	530	136.54	135.65	138.79	0.00	0.00%	10	437	31.65%
SPY260618C00535000	8/15/2025 3:29 PM	535	133.39	130.93	134.58	-0.27	-0.20%	1	631	31.22%
SPY260618C00540000	8/15/2025 12:23 PM	540	128.69	127.06	130.05	-0.19	-0.15%	2	3,578	30.60%
SPY260618C00545000	8/13/2025 2:29 PM	545	124.93	122.33	125.98	0.00	0.00%	3	545	30.23%
SPY260618C00550000	8/15/2025 9:51 AM	550	121.40	118.58	121.42	-0.12	-0.10%	7	12,590	29.57%
SPY260618C00555000	8/12/2025 1:39 PM	555	114.55	114.39	117.15	0.00	0.00%	2	399	29.06%
SPY260618C00560000	8/15/2025 3:48 PM	560	112.25	109.77	113.27	-0.62	-0.55%	5	2,524	28.75%
SPY260618C00565000	8/15/2025 11:08 AM	565	106.84	106.13	108.68	-2.17	-1.99%	4	844	28.05%
SPY260618C00570000	8/15/2025 9:30 AM	570	105.40	102.37	104.12	1.02	0.98%	325	5,479	27.36%
SPY260618C00575000	8/15/2025 9:30 AM	575	101.41	98.25	100.01	1.29	1.29%	1	3,196	26.88%
SPY260618C00580000	8/15/2025 10:14 AM	580	95.94	94.11	95.98	0.85	0.89%	3	2,261	26.44%
SPY260618C00585000	8/15/2025 10:11 AM	585	91.91	90.05	91.96	-0.45	-0.49%	3	734	25.97%
SPY260618C00590000	8/15/2025 2:27 PM	590	87.92	86.04	87.95	-0.75	-0.85%	10	1,071	25.50%
SPY260618C00595000	8/15/2025 9:47 AM	595	83.81	82.08	83.95	-1.19	-1.40%	1	1,120	25.01%
SPY260618C00600000	8/15/2025 11:22 AM	600	80.22	78.19	79.96	-0.20	-0.25%	11	4,309	24.51%
SPY260618C00605000	8/15/2025 2:41 PM	605	76.16	74.26	76.12	1.02	1.36%	3	1,593	24.06%
SPY260618C00610000	8/14/2025 3:59 PM	610	73.30	70.48	72.25	0.00	0.00%	5	1,041	23.58%
SPY260618C00615000	8/14/2025 2:54 PM	615	67.76	66.74	68.42	-0.84	-1.22%	4	2,426	23.09%
SPY260618C00620000	8/15/2025 2:33 PM	620	65.00	63.06	64.68	0.19	0.29%	79	4,067	22.62%
SPY260618C00625000	8/15/2025 11:27 AM	625	60.50	59.36	60.95	-1.30	-2.10%	6	1,651	22.13%
SPY260618C00630000	8/15/2025 11:06 AM	630	56.53	55.60	57.27	-1.06	-1.84%	1	1,517	21.64%
SPY260618C00635000	8/15/2025 12:24 PM	635	52.96	52.10	53.67	-1.45	-2.66%	1	2,876	21.15%
SPY260618C00640000	8/15/2025 3:51 PM	640	49.79	48.90	50.19	-0.61	-1.21%	62	1,999	20.69%
SPY260618C00645000	8/15/2025 2:41 PM	645	46.60	45.55	46.77	-0.84	-1.77%	31	1,956	20.22%
SPY260618C00650000	8/15/2025 4:02 PM	650	42.90	42.32	43.44	-1.01	-2.30%	126	5,494	19.76%
SPY260618C00655000	8/15/2025 2:23 PM	655	40.23	38.95	40.39	0.05	0.12%	6	2,034	19.39%
SPY260618C00660000	8/15/2025 1:39 PM	660	37.22	36.32	36.65	-0.49	-1.30%	54	6,761	18.68%
SPY260618C00665000	8/15/2025 2:35 PM	665	33.95	33.35	33.70	-0.50	-1.45%	2	1,498	18.27%
SPY260618C00670000	8/15/2025 3:57 PM	670	30.87	30.50	30.82	-0.74	-2.34%	212	8,163	17.85%
SPY260618C00675000	8/15/2025 2:23 PM	675	28.55	27.79	28.10	-0.61	-2.09%	11	5,234	17.46%
SPY260618C00680000	8/15/2025 12:32 PM	680	25.42	25.21	25.54	-0.38	-1.47%	6	2,314	17.09%
SPY260618C00685000	8/15/2025 2:59 PM	685	23.45	22.79	23.08	-0.59	-2.45%	13	3,368	16.71%
SPY260618C00690000	8/15/2025 4:00 PM	690	20.80	20.52	20.77	-0.45	-2.12%	191	4,090	16.35%
SPY260618C00695000	8/15/2025 2:59 PM	695	18.98	18.39	18.64	-0.57	-2.92%	16	3,571	16.02%
SPY260618C00700000	8/15/2025 4:00 PM	700	16.65	16.43	16.65	-0.85	-4.86%	82	6,742	15.71%
SPY260618C00705000	8/15/2025 3:45 PM	705	15.10	14.63	14.84	-0.28	-1.82%	38	5,704	15.42%
SPY260618C00710000	8/14/2025 3:56 PM	710	13.87	12.98	13.19	0.00	0.00%	3	4,329	15.16%
SPY260618C00715000	8/15/2025 3:48 PM	715	11.85	11.47	11.67	-0.47	-3.81%	1	14,451	14.91%
SPY260618C00720000	8/14/2025 3:56 PM	720	10.85	10.11	10.29	0.00	0.00%	3	4,374	14.67%
SPY260618C00725000	8/15/2025 2:36 PM	725	9.32	8.88	9.06	0.00	0.00%	5	6,641	14.46%
SPY260618C00730000	8/15/2025 1:58 PM	730	8.23	7.78	7.95	-0.07	-0.84%	2	4,365	14.27%
SPY260618C00735000	8/13/2025 9:30 AM	735	7.18	6.79	6.96	0.00	0.00%	1	3,744	14.09%
SPY260618C00740000	8/14/2025 12:17 PM	740	6.19	5.92	6.07	0.00	0.00%	21	4,810	13.92%
SPY260618C00745000	8/14/2025 3:55 PM	745	5.64	5.14	5.29	0.00	0.00%	4	9,446	13.77%
SPY260618C00750000	8/15/2025 1:42 PM	750	4.64	4.46	4.61	-0.24	-4.92%	39	12,235	13.65%
SPY260618C00755000	8/15/2025 3:21 PM	755	4.03	3.87	4.01	-0.16	-3.82%	12	7,777	13.53%
SPY260618C00760000	8/15/2025 4:01 PM	760	3.45	3.35	3.48	-0.10	-2.82%	6	4,696	13.42%
SPY260618C00765000	8/15/2025 3:21 PM	765	3.03	2.90	3.02	-0.03	-0.98%	4	4,031	13.33%
SPY260618C00770000	8/15/2025 3:21 PM	770	2.63	2.50	2.62	-0.15	-5.40%	15	4,488	13.25%
SPY260618C00775000	8/14/2025 10:53 AM	775	2.43	2.16	2.28	0.00	0.00%	1	969	13.19%
SPY260618C00780000	8/14/2025 10:05 AM	780	2.06	1.91	1.96	0.00	0.00%	2	938	13.11%
SPY260618C00785000	8/12/2025 4:00 PM	785	1.67	1.66	1.70	0.00	0.00%	2	1,499	13.06%
SPY260618C00790000	8/15/2025 3:54 PM	790	1.52	1.44	1.49	-0.03	-1.94%	50	479	13.04%
SPY260618C00795000	8/15/2025 4:00 PM	795	1.31	1.26	1.31	-0.05	-3.68%	204	154	13.04%
SPY260618C00800000	8/15/2025 4:07 PM	800	1.14	1.11	1.14	-0.06	-5.00%	22	8,872	13.02%
SPY260618C00805000	8/13/2025 9:40 AM	805	1.04	0.95	1.03	-0.01	-0.95%	2	361	13.08%
SPY260618C00810000	8/13/2025 10:57 AM	810	0.91	0.86	0.91	0.00	0.00%	4	308	13.10%
SPY260618C00815000	8/14/2025 12:10 PM	815	0.81	0.74	0.80	0.00	0.00%	10	102	13.11%
SPY260618C00820000	8/8/2025 10:27 AM	820	0.56	0.66	0.69	0.00	0.00%	1	750	13.07%
SPY260618C00825000	8/14/2025 9:44 AM	825	0.62	0.58	0.63	0.00	0.00%	2	100	13.16%
SPY260618C00830000	8/8/2025 4:00 PM	830	0.46	0.51	0.56	0.00	0.00%	1	141	13.20%
SPY260618C00835000	7/7/2025 9:59 AM	835	0.47	0.00	0.00	0.00	0.00%	1	3	6.25%
SPY260618C00840000	8/8/2025 4:00 PM	840	0.36	0.40	0.45	0.00	0.00%	1	267	13.29%
SPY260618C00845000	8/12/2025 12:48 PM	845	0.41	0.36	0.40	0.06	17.14%	2	171	13.33%
SPY260618C00850000	8/14/2025 10:38 AM	850	0.37	0.33	0.35	0.00	0.00%	30	2,869	13.33%
SPY260618C00855000	8/14/2025 11:15 AM	855	0.31	0.29	0.32	0.00	0.00%	2	190	13.42%
SPY260618C00860000	8/15/2025 11:25 AM	860	0.28	0.26	0.28	0.00	0.00%	1	616	13.42%
SPY260618C00865000	8/13/2025 9:40 AM	865	0.24	0.23	0.26	0.00	0.00%	3	390	13.53%
SPY260618C00870000	8/15/2025 12:44 PM	870	0.23	0.21	0.23	0.01	4.55%	32	6,359	13.55%
SPY260630C00410000	8/14/2025 9:31 AM	410	245.25	244.00	249.00	0.00	0.00%	2	12	45.13%
SPY260630C00420000	8/15/2025 1:22 PM	420	235.50	235.00	240.00	3.41	1.47%	2	12	44.21%
SPY260630C00430000	7/25/2025 1:59 PM	430	224.23	225.50	230.50	0.00	0.00%	2	2	42.83%
SPY260630C00440000	6/30/2025 2:17 PM	440	195.32	212.69	217.50	0.00	0.00%	-	0	38.43%
SPY260630C00445000	8/4/2025 9:53 AM	445	200.00	211.50	216.50	0.00	0.00%	2	0	40.97%
SPY260630C00450000	8/7/2025 1:10 PM	450	198.13	207.00	212.00	0.00	0.00%	3	5	40.48%
SPY260630C00460000	8/12/2025 11:54 AM	460	198.06	197.50	202.50	0.00	0.00%	2	2	39.09%
SPY260630C00470000	7/2/2025 10:40 AM	470	171.00	170.26	174.43	0.00	0.00%	-	0	17.55%
SPY260630C00475000	7/17/2025 2:25 PM	475	172.29	184.00	189.00	0.00	0.00%	-	9	37.56%
SPY260630C00480000	8/12/2025 9:44 AM	480	177.64	179.50	184.50	0.00	0.00%	1	2	37.04%
SPY260630C00485000	7/8/2025 10:49 AM	485	159.29	170.73	175.50	0.00	0.00%	-	1	33.31%
SPY260630C00490000	7/24/2025 11:06 AM	490	168.01	170.50	175.50	0.00	0.00%	2	3	35.97%
SPY260630C00495000	8/12/2025 11:54 AM	495	166.31	166.00	171.00	0.00	0.00%	2	2	35.43%
SPY260630C00500000	8/15/2025 2:00 PM	500	167.00	161.50	166.50	0.31	0.19%	3	8	34.88%
SPY260630C00505000	8/8/2025 2:17 PM	505	154.80	157.67	161.41	0.00	0.00%	2	7	33.95%
SPY260630C00510000	8/14/2025 9:30 AM	510	154.98	153.19	156.90	0.00	0.00%	1	11	33.39%
SPY260630C00515000	8/15/2025 11:17 AM	515	151.21	148.23	153.00	-0.89	-0.59%	1	1	33.20%
SPY260630C00520000	8/11/2025 10:05 AM	520	141.37	143.87	148.50	0.00	0.00%	2	7	32.63%
SPY260630C00530000	7/23/2025 4:11 PM	530	131.59	135.84	139.25	0.00	0.00%	1	8	31.32%
SPY260630C00535000	8/15/2025 12:05 PM	535	133.40	130.95	135.50	7.92	6.31%	2	82	31.15%
SPY260630C00540000	8/12/2025 11:59 AM	540	127.11	127.30	130.53	0.00	0.00%	2	16	30.29%
SPY260630C00545000	8/15/2025 12:39 PM	545	124.88	123.02	126.21	2.36	1.93%	1	19	29.78%
SPY260630C00550000	8/15/2025 11:27 AM	550	120.46	118.86	121.94	0.19	0.16%	5	60	29.29%
SPY260630C00554000	8/5/2025 3:59 PM	554	104.84	115.50	118.58	0.00	0.00%	1	0	28.92%
SPY260630C00555000	8/13/2025 1:38 PM	555	116.40	114.67	117.69	0.37	0.32%	1	31	28.80%
SPY260630C00558000	7/25/2025 9:53 AM	558	109.06	111.67	115.71	0.00	0.00%	1	6	28.79%
SPY260630C00559000	8/4/2025 12:38 PM	559	102.46	111.26	114.29	0.00	0.00%	1	6	28.39%
SPY260630C00560000	8/13/2025 10:50 AM	560	112.80	110.04	113.99	0.00	0.00%	5	10	28.58%
SPY260630C00561000	7/16/2025 10:06 AM	561	97.00	109.61	112.65	0.00	0.00%	1	5	28.22%
SPY260630C00562000	8/15/2025 2:38 PM	562	111.45	108.84	111.76	12.62	12.77%	10	0	28.10%
SPY260630C00563000	8/15/2025 2:36 PM	563	110.54	108.06	110.94	11.23	11.31%	20	11	28.01%
SPY260630C00565000	7/28/2025 12:04 PM	565	104.31	106.43	109.26	0.00	0.00%	1	13	27.81%
SPY260630C00566000	8/13/2025 10:17 AM	566	108.64	105.57	108.43	0.00	0.00%	8	8	27.72%
SPY260630C00568000	7/30/2025 4:00 PM	568	99.79	103.92	106.75	0.00	0.00%	26	25	27.52%
SPY260630C00569000	7/30/2025 9:30 AM	569	100.48	102.66	106.42	0.00	0.00%	1	1	27.67%
SPY260630C00570000	8/12/2025 3:18 PM	570	103.07	102.33	105.08	0.00	0.00%	4	77	27.32%
SPY260630C00575000	8/13/2025 9:38 AM	575	101.02	97.83	101.41	0.00	0.00%	15	30	27.06%
SPY260630C00577000	7/15/2025 10:08 AM	577	87.46	0.00	0.00	0.00	0.00%	-	1	0.00%
SPY260630C00578000	7/25/2025 11:48 AM	578	93.22	95.43	98.96	0.00	0.00%	1	0	26.78%
SPY260630C00579000	7/24/2025 11:38 AM	579	92.40	94.61	98.14	0.00	0.00%	-	1	26.68%
SPY260630C00580000	8/15/2025 9:48 AM	580	96.50	94.28	96.83	-0.50	-0.52%	1	36	26.34%
SPY260630C00581000	8/5/2025 3:03 PM	581	84.08	93.47	96.05	0.00	0.00%	2	0	26.26%
SPY260630C00583000	7/11/2025 2:06 PM	583	81.46	87.00	91.89	0.00	0.00%	2	3	24.85%
SPY260630C00584000	7/9/2025 9:49 AM	584	80.24	86.17	91.00	0.00	0.00%	3	0	24.72%
SPY260630C00585000	8/12/2025 3:42 PM	585	90.74	90.27	92.74	0.00	0.00%	11	16	25.85%
SPY260630C00587000	7/8/2025 9:38 AM	587	76.58	83.79	88.50	0.00	0.00%	-	1	24.41%
SPY260630C00590000	8/13/2025 2:33 PM	590	89.25	86.38	88.73	1.23	1.40%	1	7	25.38%
SPY260630C00594000	8/12/2025 9:47 AM	594	80.97	83.19	85.54	0.00	0.00%	2	2	25.00%
SPY260630C00595000	8/14/2025 3:37 PM	595	85.05	82.46	84.73	0.00	0.00%	1	21	24.90%
SPY260630C00596000	7/29/2025 12:02 PM	596	78.94	81.29	84.34	0.00	0.00%	1	0	24.99%
SPY260630C00597000	8/7/2025 10:03 AM	597	76.92	80.91	83.17	0.00	0.00%	-	0	24.72%
SPY260630C00599000	8/1/2025 12:59 PM	599	65.90	79.00	81.96	0.00	0.00%	2	3	24.69%
SPY260630C00600000	8/15/2025 3:03 PM	600	80.00	78.25	81.16	-0.89	-1.10%	7	107	24.59%
SPY260630C00601000	7/28/2025 11:02 AM	601	75.80	77.79	80.00	0.00	0.00%	3	3	24.33%
SPY260630C00603000	8/1/2025 11:14 AM	603	63.69	75.93	78.80	0.00	0.00%	1	2	24.30%
SPY260630C00605000	8/12/2025 10:18 AM	605	72.44	74.44	77.22	0.00	0.00%	2	7	24.10%
SPY260630C00606000	8/8/2025 9:48 AM	606	69.48	73.66	76.44	0.00	0.00%	1	2	24.00%
SPY260630C00607000	7/22/2025 9:39 AM	607	66.60	72.92	75.66	0.00	0.00%	-	1	23.90%
SPY260630C00608000	7/31/2025 11:18 AM	608	69.60	72.16	74.90	0.00	0.00%	12	19	23.81%
SPY260630C00609000	7/25/2025 1:50 PM	609	70.51	71.41	74.11	0.00	0.00%	2	2	23.71%
SPY260630C00610000	8/13/2025 2:42 PM	610	72.43	70.68	73.33	0.00	0.00%	13	49	23.61%
SPY260630C00613000	8/14/2025 3:40 PM	613	71.19	68.43	71.03	0.00	0.00%	1	7	23.32%
SPY260630C00614000	8/14/2025 3:40 PM	614	70.41	67.99	69.95	0.00	0.00%	1	6	23.08%
SPY260630C00615000	8/11/2025 10:22 AM	615	64.43	66.98	69.50	0.00	0.00%	1	14	23.12%
SPY260630C00616000	8/12/2025 4:03 PM	616	66.83	66.22	68.75	0.00	0.00%	7	8	23.03%
SPY260630C00617000	8/5/2025 11:37 AM	617	56.37	65.79	67.68	0.00	0.00%	1	2	22.80%
SPY260630C00618000	8/5/2025 9:43 AM	618	58.47	65.03	66.95	0.00	0.00%	2	13	22.71%
SPY260630C00619000	8/7/2025 10:16 AM	619	59.42	64.25	66.17	0.00	0.00%	1	13	22.61%
SPY260630C00620000	8/13/2025 11:13 AM	620	64.17	63.61	65.41	0.00	0.00%	2	125	22.51%
SPY260630C00621000	8/12/2025 2:39 PM	621	63.00	62.83	64.66	0.00	0.00%	2	15	22.41%
SPY260630C00622000	8/13/2025 11:21 AM	622	63.00	62.10	63.96	0.00	0.00%	1	45	22.33%
SPY260630C00623000	8/5/2025 9:43 AM	623	55.15	61.08	63.52	0.00	0.00%	1	63	22.37%
SPY260630C00624000	8/13/2025 11:23 AM	624	62.00	60.39	62.78	0.00	0.00%	1	118	22.27%
SPY260630C00625000	8/14/2025 3:50 PM	625	61.10	59.65	62.02	-1.47	-2.35%	1	82	22.17%
SPY260630C00626000	8/14/2025 3:55 PM	626	61.86	58.93	61.29	0.00	0.00%	1	3	22.07%
SPY260630C00627000	8/14/2025 11:25 AM	627	59.41	58.47	60.28	0.00	0.00%	1	11	21.86%
SPY260630C00628000	8/7/2025 9:59 AM	628	54.31	57.54	59.84	0.00	0.00%	3	20	21.89%
SPY260630C00629000	8/6/2025 11:34 AM	629	50.90	57.04	58.79	0.00	0.00%	16	10	21.66%
SPY260630C00630000	8/13/2025 3:35 PM	630	57.85	56.17	58.35	0.00	0.00%	6	133	21.68%
SPY260630C00631000	8/8/2025 11:45 AM	631	51.23	55.71	57.37	0.00	0.00%	1	4	21.48%
SPY260630C00632000	8/8/2025 11:47 AM	632	50.61	54.96	56.65	0.00	0.00%	2	14	21.39%
SPY260630C00633000	8/8/2025 11:49 AM	633	50.19	54.06	56.20	0.00	0.00%	4	7	21.40%
SPY260630C00634000	8/8/2025 10:55 AM	634	49.58	53.37	55.48	0.00	0.00%	2	8	21.31%
SPY260630C00635000	8/14/2025 12:10 PM	635	54.00	52.95	54.51	0.00	0.00%	2	35	21.10%
SPY260630C00636000	8/12/2025 3:56 PM	636	53.29	52.23	53.81	0.92	1.76%	1	7	21.01%
SPY260630C00637000	8/13/2025 3:54 PM	637	53.25	51.31	53.36	0.00	0.00%	4	34	21.03%
SPY260630C00638000	8/12/2025 11:11 AM	638	49.63	50.61	52.66	0.00	0.00%	2	18	20.93%
SPY260630C00639000	8/14/2025 9:57 AM	639	51.48	49.94	51.96	0.00	0.00%	2	6	20.84%
SPY260630C00640000	8/15/2025 10:54 AM	640	50.50	49.53	50.99	-1.40	-2.70%	12	170	20.63%
SPY260630C00642000	8/12/2025 3:29 PM	642	48.91	48.18	49.64	0.63	1.30%	1	5	20.46%
SPY260630C00643000	8/15/2025 12:46 PM	643	48.81	47.29	49.18	-0.16	-0.33%	1	6	20.46%
SPY260630C00644000	8/15/2025 3:44 PM	644	48.07	46.63	48.50	-0.96	-1.96%	19	30	20.37%
SPY260630C00645000	8/15/2025 2:29 PM	645	47.39	45.97	47.83	-1.07	-2.21%	1	91	20.28%
SPY260630C00650000	8/14/2025 12:33 PM	650	43.70	42.95	44.28	0.00	0.00%	4	199	19.74%
SPY260630C00655000	8/13/2025 1:05 PM	655	40.52	39.58	41.25	0.00	0.00%	2	297	19.38%
SPY260630C00660000	8/14/2025 1:06 PM	660	37.43	36.72	37.92	-0.57	-1.50%	4	101	18.86%
SPY260630C00665000	8/14/2025 12:47 PM	665	34.51	33.84	34.83	-0.13	-0.38%	4	38	18.40%
SPY260630C00670000	8/14/2025 3:45 PM	670	31.97	31.01	31.95	-0.65	-1.99%	2	1,539	17.99%
SPY260630C00675000	8/14/2025 9:50 AM	675	29.20	28.25	29.25	0.00	0.00%	27	90	17.62%
SPY260630C00680000	8/15/2025 2:54 PM	680	26.69	25.74	26.58	0.06	0.23%	17	59	17.21%
SPY260630C00685000	8/14/2025 1:04 PM	685	24.29	23.33	24.10	0.00	0.00%	2	12	16.84%
SPY260630C00690000	8/14/2025 4:00 PM	690	21.41	21.04	21.77	-0.77	-3.47%	1	110	16.49%
SPY260630C00695000	8/13/2025 4:02 PM	695	20.06	18.86	19.63	0.00	0.00%	9	83	16.17%
SPY260630C00700000	8/15/2025 2:02 PM	700	17.79	16.90	17.60	-0.07	-0.39%	17	126	15.86%
SPY260630C00705000	8/11/2025 12:10 PM	705	14.00	15.12	15.69	0.00	0.00%	10	130	15.54%
SPY260630C00710000	8/13/2025 11:22 AM	710	14.00	13.32	13.97	0.00	0.00%	2	202	15.27%
SPY260630C00715000	8/13/2025 10:08 AM	715	12.40	11.92	12.41	-0.51	-3.95%	1	5,023	15.01%
SPY260630C00720000	8/15/2025 1:32 PM	720	11.11	10.53	10.99	0.16	1.46%	3	38	14.78%
SPY260630C00725000	8/14/2025 9:30 AM	725	9.60	9.28	9.71	0.00	0.00%	2	60	14.57%
SPY260630C00730000	8/15/2025 2:00 PM	730	8.70	8.16	8.56	-0.08	-0.91%	1	131	14.37%
SPY260630C00735000	8/14/2025 2:46 PM	735	7.61	7.15	7.52	0.00	0.00%	1	28	14.19%
SPY260630C00740000	8/14/2025 11:52 AM	740	6.66	6.24	6.60	0.00	0.00%	1	199	14.03%
SPY260630C00745000	8/13/2025 10:40 AM	745	5.95	5.45	5.78	0.00	0.00%	25	90	13.88%
SPY260630C00750000	8/15/2025 3:12 PM	750	5.01	4.74	5.05	-0.16	-3.09%	21	241	13.74%
SPY260630C00755000	8/15/2025 2:02 PM	755	4.45	4.12	4.41	0.02	0.45%	3	57	13.62%
SPY260630C00760000	8/15/2025 1:37 PM	760	3.85	3.51	3.84	-0.09	-2.28%	2	150	13.50%
SPY260630C00765000	8/15/2025 2:14 PM	765	3.38	3.10	3.35	0.04	1.20%	1	126	13.41%
SPY260630C00770000	8/15/2025 1:37 PM	770	2.90	2.68	2.92	-0.07	-2.36%	2	94	13.33%
SPY260630C00775000	8/12/2025 10:22 AM	775	2.13	2.29	2.56	0.00	0.00%	3	3	13.28%
SPY260630C00780000	8/12/2025 11:05 AM	780	1.90	2.01	2.23	0.00	0.00%	3	127	13.21%
SPY260630C00785000	8/4/2025 3:55 PM	785	1.30	1.74	1.95	0.00	0.00%	2	12	13.17%
SPY260630C00790000	7/31/2025 9:40 AM	790	1.57	1.50	1.71	0.00	0.00%	50	57	13.14%
SPY260630C00795000	8/8/2025 12:12 PM	795	1.19	1.30	1.51	0.00	0.00%	4	8	13.14%
SPY260630C00800000	8/14/2025 3:04 PM	800	1.31	1.13	1.33	0.00	0.00%	2	90	13.13%
SPY260630C00805000	8/13/2025 10:26 AM	805	1.16	0.98	1.18	0.00	0.00%	3	33	13.14%
SPY260630C00810000	8/14/2025 1:10 PM	810	1.02	0.85	1.05	0.00	0.00%	1	6	13.16%
SPY260630C00815000	8/13/2025 10:55 AM	815	0.85	0.74	0.94	0.00	0.00%	1	18	13.20%
SPY260630C00820000	8/15/2025 3:35 PM	820	0.76	0.65	0.84	0.05	7.04%	1	17	13.23%
SPY260918C00300000	8/14/2025 9:30 AM	300	354.60	351.06	354.67	0.00	0.00%	1	613	53.44%
SPY260918C00305000	6/25/2025 2:06 PM	305	313.60	340.61	345.50	0.00	0.00%	-	164	48.85%
SPY260918C00310000	8/4/2025 3:54 PM	310	331.84	341.65	345.26	0.00	0.00%	1	204	52.29%
SPY260918C00315000	8/4/2025 2:29 PM	315	325.96	336.95	340.56	0.00	0.00%	1	192	51.72%
SPY260918C00320000	7/29/2025 11:06 AM	320	328.58	332.25	335.86	0.00	0.00%	1	136	51.14%
SPY260918C00325000	8/1/2025 11:18 AM	325	309.28	327.55	331.16	0.00	0.00%	2	99	50.57%
SPY260918C00330000	6/25/2025 2:05 PM	330	290.43	317.50	322.00	0.00	0.00%	-	151	46.56%
SPY260918C00335000	7/15/2025 10:28 AM	335	304.38	0.00	0.00	0.00	0.00%	-	0	0.00%
SPY260918C00345000	6/25/2025 3:38 PM	345	276.53	303.50	308.24	0.00	0.00%	-	0	45.53%
SPY260918C00360000	8/13/2025 3:32 PM	360	296.95	294.76	298.37	0.00	0.00%	1	2	48.48%
SPY260918C00370000	8/4/2025 9:48 AM	370	273.19	285.43	289.04	0.00	0.00%	-	1	47.30%
SPY260918C00390000	7/15/2025 11:58 AM	390	252.74	0.00	0.00	0.00	0.00%	3	1	0.00%
SPY260918C00395000	7/14/2025 1:14 PM	395	247.80	0.00	0.00	0.00	0.00%	3	3	0.00%
SPY260918C00400000	8/6/2025 11:32 AM	400	249.03	257.56	261.18	0.00	0.00%	4	8	43.87%
SPY260918C00405000	6/30/2025 12:53 PM	405	231.80	249.00	253.64	0.00	0.00%	-	1	40.86%
SPY260918C00410000	8/11/2025 12:59 PM	410	245.87	248.33	251.95	0.00	0.00%	14	4	42.76%
SPY260918C00415000	8/8/2025 2:16 PM	415	240.50	243.73	247.34	0.00	0.00%	40	80	42.21%
SPY260918C00420000	7/8/2025 3:35 PM	420	221.22	234.04	238.95	0.00	0.00%	82	41	38.66%
SPY260918C00425000	8/11/2025 9:59 AM	425	230.97	234.55	238.17	0.00	0.00%	5	2	41.14%
SPY260918C00430000	7/1/2025 10:42 AM	430	208.69	220.00	224.79	0.00	0.00%	-	330	33.54%
SPY260918C00435000	6/30/2025 1:22 PM	435	204.15	221.50	226.29	0.00	0.00%	-	4	38.07%
SPY260918C00440000	8/8/2025 10:14 AM	440	216.16	220.86	224.48	0.00	0.00%	2	1	39.56%
SPY260918C00445000	7/3/2025 10:56 AM	445	203.89	196.44	201.44	0.00	0.00%	2	2	22.24%
SPY260918C00450000	8/8/2025 1:34 PM	450	207.90	211.79	215.42	0.00	0.00%	1	132	38.54%
SPY260918C00455000	8/13/2025 9:30 AM	455	208.90	207.28	210.91	0.00	0.00%	1	243	38.04%
SPY260918C00460000	8/6/2025 9:57 AM	460	191.91	202.78	206.41	0.00	0.00%	2	103	37.54%
SPY260918C00465000	7/2/2025 12:55 PM	465	180.61	178.80	183.80	0.00	0.00%	-	7	23.00%
